Offset Frequency (Hz),Phase Noise (dBc/Hz)
+4.98510624459e+003,-1.49674221204e+002
+5.07488676766e+003,-1.49655635516e+002
+5.16628421561e+003,-1.49765133959e+002
+5.25932770886e+003,-1.49566725622e+002
+5.35404689227e+003,-1.49638071333e+002
+5.45047194461e+003,-1.49562290004e+002
+5.54863358815e+003,-1.49908091216e+002
+5.64856309846e+003,-1.49594944756e+002
+5.75029231439e+003,-1.49453698123e+002
+5.85385364818e+003,-1.50547703263e+002
+5.95928009583e+003,-1.49645925801e+002
+6.06660524757e+003,-1.49796198764e+002
+6.17586329859e+003,-1.49911537807e+002
+6.28708905992e+003,-1.49659752671e+002
+6.40031796953e+003,-1.49962354086e+002
+6.51558610364e+003,-1.49815686100e+002
+6.63293018816e+003,-1.50912286911e+002
+6.75238761044e+003,-1.50990851576e+002
+6.87399643118e+003,-1.51140237400e+002
+6.99779539652e+003,-1.50398943084e+002
+7.12382395042e+003,-1.50925869535e+002
+7.25212224722e+003,-1.50521792579e+002
+7.38273116442e+003,-1.50014606012e+002
+7.51569231572e+003,-1.50827809848e+002
+7.65104806427e+003,-1.51120223887e+002
+7.78884153618e+003,-1.50802927997e+002
+7.92911663423e+003,-1.51218046105e+002
+8.07191805189e+003,-1.51531729296e+002
+8.21729128755e+003,-1.51002661638e+002
+8.36528265901e+003,-1.51597483752e+002
+8.51593931825e+003,-1.51585507455e+002
+8.66930926644e+003,-1.52271244587e+002
+8.82544136923e+003,-1.52224159970e+002
+8.98438537235e+003,-1.51806552802e+002
+9.14619191741e+003,-1.51775147501e+002
+9.31091255809e+003,-1.51783581055e+002
+9.47859977652e+003,-1.52395318881e+002
+9.64930700003e+003,-1.52121636047e+002
+9.82308861817e+003,-1.52117286835e+002
+1.00000000000e+004,-1.51762842783e+002
+1.01800975118e+004,-1.52301565315e+002
+1.03634385350e+004,-1.52710804336e+002
+1.05500814844e+004,-1.52622967225e+002
+1.07400858268e+004,-1.53040846517e+002
+1.09335121002e+004,-1.52208290056e+002
+1.11304219327e+004,-1.52677627230e+002
+1.13308780622e+004,-1.52772532657e+002
+1.15349443568e+004,-1.52165858636e+002
+1.17426858345e+004,-1.52351063660e+002
+1.19541686846e+004,-1.51161233660e+002
+1.21694602882e+004,-1.49122344694e+002
+1.23886292399e+004,-1.52566398269e+002
+1.26117453700e+004,-1.53751522534e+002
+1.28388797661e+004,-1.54132961745e+002
+1.30701047961e+004,-1.54295588000e+002
+1.33054941314e+004,-1.54504279796e+002
+1.35451227700e+004,-1.54555868607e+002
+1.37890670608e+004,-1.53787577300e+002
+1.40374047276e+004,-1.54016353393e+002
+1.42902148939e+004,-1.54422000657e+002
+1.45475781085e+004,-1.54042163583e+002
+1.48095763705e+004,-1.54063489771e+002
+1.50762931560e+004,-1.54281183028e+002
+1.53478134445e+004,-1.53854296690e+002
+1.56242237458e+004,-1.54229596204e+002
+1.59056121278e+004,-1.54187893708e+002
+1.61920682446e+004,-1.54419677908e+002
+1.64836833648e+004,-1.54532469786e+002
+1.67805504007e+004,-1.54484055649e+002
+1.70827639381e+004,-1.55093878927e+002
+1.73904202661e+004,-1.55302024379e+002
